go	go	1.4183129087743083
go	goed	0.0
go	goes	0.08777714913878361
go	went	1.3622580969012863
go	wented	0.00018024055264637291
eat	eat	0.2577439902843133
eat	eated	0.0
eat	eats	0.0064886598952694245
eat	ate	0.07155549940061004
eat	ated	0.0
know	know	1.443726826697447
know	knowed	0.0028838488423419666
know	knows	0.13878522553770714
know	knew	0.7523240667459605
know	knewed	0.0
write	write	0.0924634035075893
write	writed	0.0
write	writes	0.008831787079672273
write	wrote	0.07768367819058672
write	wroted	0.0
feel	feel	0.29649570910328343
feel	feeled	0.0
feel	feels	0.019465979685808273
feel	felt	0.5272036164906407
feel	felted	0.0
like	like	1.8871185862075244
like	liked	0.16996684114552965
like	likes	0.051188316951569904
hate	hate	0.061101547347120415
hate	hated	0.05335120358332638
hate	hates	0.0070293815532085436
want	want	0.4897135815401952
want	wanted	0.28964656810272127
want	wants	0.0645261178474015
