go	go	"Did you go there?
Yes I "	go there.	4.530585647444241e-05	0.0001487542176619172	0.00011410492879804224	7.841226761229336e-05	0.00018532156536821276	0.00010706538887461647	0.0001273415982723236	0.0001458362239645794	0.00014139477571006864	0.00012255541514605284	0.0001547470164950937	0.000163747783517465	0.0001339629088761285	9.037226845975965e-05	0.00017753780412022024	0.00013608380686491728	0.00013954535825178027	0.00015364390856120735	0.00014021583774592727	0.00014262206968851388
go	goed	"Did you go there?
Yes I "	goed there.	0.0005382622475735843	0.0006746521685272455	0.0004908943083137274	0.000638327794149518	0.0002213211264461279	0.00048166397027671337	0.00026731041725724936	0.00021564900816883892	0.0003375984379090369	0.00023419850913342088	0.0002438489900669083	0.00023031096498016268	0.00018820985860656947	0.0002455718058627099	0.0002139100688509643	0.0001954486797330901	0.0002228380471933633	0.00020414516620803624	0.00018765604181680828	0.00020252035756129771
go	goes	"Did you go there?
Yes I "	goes there.	0.0003447488707024604	0.0004736083501484245	0.0003390097990632057	0.0006834011874161661	0.00022442807676270604	0.000401996832806617	0.00020250353554729372	0.00019152344611939043	0.00023289569071494043	0.00016705022426322103	0.0001920904906000942	0.0001700504362815991	0.0001391212863381952	0.00015030901704449207	0.00013160875823814422	0.00012495156261138618	0.00015195610467344522	0.00013191993639338762	0.00012000647257082164	0.00012726665590889752
go	went	"Did you go there?
Yes I "	went there.	0.0003142743662465364	0.00030815202626399696	0.0003179562627337873	0.0005382983363233507	0.00025962249492295086	0.0003470968222245574	0.00018618722970131785	0.00018123957852367312	0.000210768252145499	0.00019647770386654884	0.00024344040139112622	0.0002403169055469334	0.00018858525436371565	0.00012492560199461877	0.00019376426644157618	0.00012222859368193895	0.00014142061991151422	0.00016716324898879975	0.00015827425522729754	0.00015886372420936823
go	wented	"Did you go there?
Yes I "	wented there.	0.0011608463246375322	0.00141749472822994	0.001092445570975542	0.001119593158364296	0.0002996973926201463	0.0006511847604997456	0.000318308942951262	0.00025570765137672424	0.0003314568311907351	0.0004089761059731245	0.0004949257709085941	0.0004038028127979487	0.0004646842717193067	0.0003918162838090211	0.0004236438835505396	0.0003838367119897157	0.0004803053743671626	0.00046986748930066824	0.00047080061631277204	0.0005040204268880188
eat	eat	"Did you eat this?
Yes I "	eat this.	2.570430478954222e-05	1.156975395133486e-05	4.907008769805543e-05	8.71277297846973e-05	0.00010447976092109457	6.576089072041214e-05	5.265452273306437e-05	3.513263800414279e-05	5.414200131781399e-05	3.5510991438059136e-05	2.9794473448419012e-05	4.223540599923581e-05	4.32317829108797e-05	3.489406662993133e-05	3.309892781544477e-05	3.8778583984822035e-05	4.147975778323598e-05	3.7938752939226106e-05	3.689949517138302e-05	3.7355359381763265e-05
eat	eated	"Did you eat this?
Yes I "	eated this.	0.00017767892859410495	7.952195301186293e-05	0.00014929287135601044	0.00011874923075083643	6.764111458323896e-05	7.382486364804208e-05	7.471826393157244e-05	4.4593132770387456e-05	3.8889800634933636e-05	4.6451070375042036e-05	4.38407005276531e-05	5.158669227967039e-05	4.4622152927331626e-05	3.265109262429178e-05	3.356048546265811e-05	4.066487235832028e-05	3.3330787118757144e-05	3.077962537645362e-05	3.322424890939146e-05	3.2655159884598106e-05
eat	eats	"Did you eat this?
Yes I "	eats this.	9.62700360105373e-05	3.7123791116755456e-05	7.023962825769559e-05	4.8691086703911424e-05	2.7519790819496848e-05	1.8579479728941806e-05	2.655219032021705e-05	2.0395906176418066e-05	2.22280159505317e-05	2.70630007435102e-05	1.5355279174400494e-05	2.4857585231075063e-05	1.5958223229972646e-05	1.1632136192929465e-05	1.7819924323703162e-05	1.898944901768118e-05	1.7384811144438572e-05	1.4723872482136358e-05	1.4364884918904863e-05	1.524284016340971e-05
eat	ate	"Did you eat this?
Yes I "	ate this.	0.0001826943625928834	6.690773443551734e-05	8.62955566844903e-05	0.00010625262802932411	6.169658445287496e-05	4.791134415427223e-05	4.153802365181036e-05	2.240808680653572e-05	1.9446702935965732e-05	2.4327686332981102e-05	1.2444807907741051e-05	2.7008230972569436e-05	2.279303407703992e-05	7.548621852038195e-06	9.96933249552967e-06	1.4202038983057719e-05	1.038378195516998e-05	8.812255146040116e-06	9.125786164076999e-06	8.887310286809225e-06
eat	ated	"Did you eat this?
Yes I "	ated this.	0.0001255487441085279	6.833681982243434e-05	0.0001171281110146083	0.00012729612353723496	0.00011908412125194445	0.00010776093404274434	8.161993901012465e-05	6.832464714534581e-05	6.948725058464333e-05	5.7574306993046775e-05	5.2183473599143326e-05	0.00010053902224171907	7.502418156946078e-05	5.260998659650795e-05	5.106711250846274e-05	5.549957859329879e-05	4.807337245438248e-05	5.236470315139741e-05	5.224193228059448e-05	5.08515840920154e-05
