go	go	I go there.	0.005534199066460133	0.00583766819909215	0.004368203226476908	0.004171439446508884	0.003399650566279888	0.0027421836275607347	0.0026733530685305595	0.0022752254735678434	0.0020707054063677788	0.001823039841838181	0.0017624765168875456	0.0013137217611074448	0.001477876678109169	0.0014017161447554827	0.0013237402308732271	0.0013069349806755781	0.0013043680228292942	0.0012415862875059247	0.001206679386086762	0.0012129758251830935
go	goed	I goed there.	0.0031616610940545797	0.00317328586243093	0.0022719900589436293	0.0014513847418129444	0.0011448879959061742	0.0012104950146749616	0.0016973796300590038	0.0013336492702364922	0.00120002799667418	0.0010473194997757673	0.0010495127644389868	0.0009034504182636738	0.000844838097691536	0.0008053402998484671	0.0008241174509748816	0.0007685833843424916	0.000756782537791878	0.0007645367877557874	0.00073092250386253	0.0007532582967542112
go	goes	I goes there.	0.002896359423175454	0.002548846183344722	0.0016784643521532416	0.0011868113651871681	0.0009121087496168911	0.0008404610562138259	0.0007358369184657931	0.0006363795837387443	0.0005470948526635766	0.0004139836528338492	0.00037763541331514716	0.0003110900579486042	0.0003012969682458788	0.00029373669531196356	0.0002798037603497505	0.0002530860947445035	0.00025124105741269886	0.0002518103865440935	0.00023089905153028667	0.00022777543927077204
go	went	I went there.	0.004673933610320091	0.004766952246427536	0.004147169645875692	0.0033006067387759686	0.002406097948551178	0.002100966405123472	0.0018952329410240054	0.0018153890268877149	0.001671524136327207	0.0015339568490162492	0.0015821614069864154	0.001378262648358941	0.0012314645573496819	0.0011807827977463603	0.001178834936581552	0.0011845475528389215	0.0012166869128122926	0.001234447001479566	0.00111964694224298	0.0011280038161203265
go	wented	I wented there.	0.0023692988324910402	0.0017181042348966002	0.0015926166670396924	0.001100256573408842	0.0007687232573516667	0.0008593996753916144	0.000881784304510802	0.0007891024579294026	0.0007811132818460464	0.0007557259523309767	0.0008451049798168242	0.0007669870974496007	0.0006262004608288407	0.0006123416242189705	0.0006618557963520288	0.000670138280838728	0.0007111806189641356	0.0006794253131374717	0.0006519854650832713	0.0006564881186932325
eat	eat	I eat this.	0.002982431324198842	0.0028091527055948973	0.0021226529497653246	0.0023258645087480545	0.0017882082611322403	0.0019448206294327974	0.0015831614146009088	0.0016623924020677805	0.001341344672255218	0.0015514364931732416	0.001873465022072196	0.0012760820100083947	0.0014312193961814046	0.001375044696033001	0.001236467156559229	0.0013626967556774616	0.0011321090860292315	0.0012810577172785997	0.0011788796400651336	0.0011951524065807462
eat	eated	I eated this.	0.0014285554643720388	0.0011101951822638512	0.0008334586163982749	0.001101125031709671	0.0009747459553182125	0.0010245135053992271	0.0009349329629912972	0.0009574512951076031	0.0008337819599546492	0.0007601874531246722	0.0006690375157631934	0.000626519089564681	0.0006581749767065048	0.0007166116265580058	0.0007451136480085552	0.0006794946966692805	0.0006691321032121778	0.0006413105293177068	0.0005947762401774526	0.0005997131811454892
eat	eats	I eats this.	0.001682246569544077	0.002566505456343293	0.0025377916172146797	0.002405274659395218	0.002170976484194398	0.002603592351078987	0.0016296599060297012	0.0021204662043601274	0.0018526781350374222	0.0014687787042930722	0.0016418356681242585	0.0013309778878465295	0.0018029195489361882	0.0014702799962833524	0.0013385991333052516	0.0013680497650057077	0.0011784711387008429	0.0013112564338371158	0.0012264533434063196	0.001237705466337502
eat	ate	I ate this.	0.002313168253749609	0.0025145711842924356	0.002601653104647994	0.0026608253829181194	0.002009336370974779	0.0019046820234507322	0.0018162439810112119	0.0019210512982681394	0.0017023608088493347	0.0018857978284358978	0.001970133511349559	0.001518778968602419	0.0015094345435500145	0.0014566691825166345	0.001291861990466714	0.001322378171607852	0.0011850281152874231	0.001231055473908782	0.001180741237476468	0.001173902885057032
eat	ated	I ated this.	0.0010158353252336383	0.0013253343058750033	0.0012781316181644797	0.0012477521086111665	0.0009714338229969144	0.001110598212108016	0.0011699273018166423	0.0012123887427151203	0.0009677360649220645	0.00108788488432765	0.0009827070171013474	0.0008160336292348802	0.0008605718030594289	0.0010421500774100423	0.0009422912262380123	0.0008588939672335982	0.0009061789023689926	0.0009539521997794509	0.0009044774924404919	0.000918001402169466
