go	go	5.050398406074052
go	goed	0.0003231979184330331
go	goes	0.746048528382918
go	went	0.5783088087161738
go	wented	0.0
eat	eat	1.6015534184751565
eat	eated	0.0003231979184330331
eat	eats	0.07476645179750832
eat	ate	0.2891544043580869
eat	ated	0.00010773263947767768
know	know	4.308551450630763
know	knowed	0.00043093055791071074
know	knows	0.14209935147105687
know	knew	0.08952582340595017
know	knewed	0.0
write	write	0.25758874099112733
write	writed	0.0
write	writes	0.004632503497540141
write	wrote	0.025963566114120325
write	wroted	0.0
feel	feel	0.2839832376631584
feel	feeled	0.00021546527895535537
feel	feels	0.042231194675249654
feel	felt	0.04147706619890591
feel	felted	0.0
like	like	6.064916672035343
like	liked	0.11268834089365086
like	likes	0.34452898104961327
hate	hate	0.03339711823808009
hate	hated	0.002370118068508909
hate	hates	0.0033397118238080083
want	want	2.802341418093352
want	wanted	0.18863985172541364
want	wants	0.31608756422750633
