go	go	"Did you go there?
Yes I "	go there.	8.177366908057593e-06	2.6668742520996602e-06	6.62344154989114e-06	3.1253689485311043e-06	2.9145207918190863e-06	2.2203739717951976e-06	1.0275751947119716e-06	1.0182085361520876e-06	1.049146931109135e-06	6.30225201803114e-07	7.819990059942938e-07	5.894475521017739e-07	7.831250741219264e-07	5.767180368820846e-07	5.847443844686495e-07	6.492114152933937e-07	7.045566690067062e-07	6.225711217666685e-07	6.74654245358397e-07	6.848956672911299e-07
go	goed	"Did you go there?
Yes I "	goed there.	7.984430703800172e-05	3.247158383601345e-05	6.644363747909665e-05	5.765334208263084e-05	4.679113408201374e-05	2.4804132408462465e-05	1.8920432921731845e-05	1.7432414097129367e-05	1.1008950423274655e-05	8.215645721065812e-06	1.2541877367766574e-05	7.251276656461414e-06	1.1739346518879756e-05	7.444199127348838e-06	5.663186584570212e-06	6.069756182114361e-06	6.009512162563624e-06	4.278047526895534e-06	4.531719696387881e-06	4.763712240674067e-06
go	goes	"Did you go there?
Yes I "	goes there.	4.740103395306505e-05	2.3462689568987116e-05	2.537980799388606e-05	2.599891013232991e-05	2.306479109392967e-05	2.8238087907084264e-05	1.8052192899631336e-05	1.9788674762821756e-05	1.3403632692643441e-05	1.1592436749197077e-05	1.2994249118492007e-05	9.71604367805412e-06	1.4395909602171741e-05	1.3586873137683142e-05	1.3823682820657268e-05	1.4583048141503241e-05	1.3769402357866056e-05	1.6421226973761804e-05	1.4859875591355376e-05	1.5421133866766468e-05
go	went	"Did you go there?
Yes I "	went there.	7.409493264276534e-05	3.1994848541216925e-05	5.583569873124361e-05	5.9295845858287066e-05	5.7948604080593213e-05	6.0735321312677115e-05	2.5116030883509666e-05	3.268078944529407e-05	2.231719008705113e-05	2.2858077500131913e-05	1.8179553080699407e-05	1.6338070054189302e-05	2.0698127627838403e-05	1.997993422264699e-05	1.4464691048488021e-05	1.5305395208997652e-05	1.7380481949658133e-05	1.4910118807165418e-05	1.4928285963833332e-05	1.4890945749357343e-05
go	wented	"Did you go there?
Yes I "	wented there.	6.242504605324939e-05	1.755029006744735e-05	1.896058711281512e-05	1.6568204955547117e-05	1.3664383004652336e-05	1.5597221135976724e-05	9.090447747439612e-06	1.1511485354276374e-05	8.16148349258583e-06	6.231514362298185e-06	6.92588992023957e-06	5.203910859563621e-06	5.374969987315126e-06	4.593684479914373e-06	3.3975138649111614e-06	3.498970272630686e-06	4.128911768930266e-06	3.6461624404182658e-06	3.254762305004988e-06	3.328124648760422e-06
eat	eat	"Did you eat this?
Yes I "	eat this.	9.50899557210505e-05	5.621170566882938e-05	5.0464062951505184e-05	4.09932472393848e-05	4.0403931052424014e-05	1.6704740119166672e-05	1.2396501006151084e-05	6.9130614974710625e-06	8.381708539673127e-06	5.058784154243767e-06	7.417404958687257e-06	6.025211860105628e-06	6.147287876956398e-06	6.1227719925227575e-06	4.948221885570092e-06	5.5937775869097095e-06	5.858346867171349e-06	5.756387508881744e-06	4.974872808816144e-06	5.348743343347451e-06
eat	eated	"Did you eat this?
Yes I "	eated this.	0.00013139477232471108	4.8713813157519326e-05	3.3309559512417763e-05	1.8678932974580675e-05	1.7858883438748308e-05	7.364663815678796e-06	8.028303454921115e-06	5.24542656421545e-06	4.0288118725584354e-06	3.7368379253166495e-06	5.031968157709343e-06	3.42616885973257e-06	3.7963566228427226e-06	2.9702332540182397e-06	2.7877958928002045e-06	3.022097189386841e-06	2.8495337573986035e-06	3.2558748443989316e-06	2.711506795094465e-06	2.990754637721693e-06
eat	eats	"Did you eat this?
Yes I "	eats this.	7.876228482928127e-05	2.669892091944348e-05	1.7089880202547647e-05	1.545631675980985e-05	1.192573290609289e-05	6.8896101765858475e-06	4.081853148818482e-06	3.8853090700285975e-06	3.519263145790319e-06	2.9866375825804425e-06	3.6222929793439107e-06	2.620467057568021e-06	3.528643219397054e-06	3.4815941489796387e-06	2.933473979283008e-06	2.8530093914014287e-06	2.8134977583249565e-06	3.5008554277737858e-06	2.8388985811034217e-06	3.2041855320130708e-06
eat	ate	"Did you eat this?
Yes I "	ate this.	5.308532854542136e-05	4.4210093619767576e-05	2.5836554414127022e-05	2.2042582713766024e-05	1.3521241271519102e-05	7.263815859914757e-06	3.1596023291058373e-06	1.697801167210855e-06	1.6176109056686983e-06	9.74618956206541e-07	1.5775317478983197e-06	1.153497350969701e-06	7.87926182965748e-07	1.2007167242700234e-06	7.417227720907249e-07	7.154799277486745e-07	8.680205496602866e-07	9.051534561876906e-07	9.304778814112069e-07	9.57769998422009e-07
eat	ated	"Did you eat this?
Yes I "	ated this.	3.068142177653499e-05	1.4247255421651062e-05	8.581770089222118e-06	6.873927304695826e-06	5.63103139938903e-06	3.1027902878122404e-06	2.4462190140184248e-06	1.581173592057894e-06	1.083898951037554e-06	9.79365154307743e-07	1.4057299040359794e-06	6.141958124317171e-07	7.241923185574706e-07	6.74658735988487e-07	5.630536747958104e-07	5.283147856971482e-07	5.077220066596055e-07	5.658723125634424e-07	5.598491839009512e-07	6.069189453228319e-07
